geography code,outcode,postcodes,Welsh speaking ability: Total: All usual residents aged 3 years and over,Welsh speaking ability: Cannot speak Welsh,Welsh speaking ability: Can speak Welsh
W00003705,SA44,"SA44 4RX, SA44 4RY, SA44 4RZ, SA44 4SA, SA44 4SB, SA44 5AA, SA44 5AB, SA44 5AR, SA44 5AS, SA44 5AT, SA44 5AU, SA44 5DA, SA44 5DB, SA44 5DG, SA44 5DL, SA44 5DQ",309,168,141
W00003710,SA44,"SA44 4AJ, SA44 4AN, SA44 4AP, SA44 4AR, SA44 4AS, SA44 4AT, SA44 4AU, SA44 4AW, SA44 4AX, SA44 4AY, SA44 4AZ, SA44 4RP, SA44 4RR, SA44 4RS, SA44 4RW, SA44 4SF, SA44 5AP",166,69,97
W00003709,SA44,"SA44 5DR, SA44 5DY, SA44 5DZ, SA44 5EA, SA44 5EB, SA44 5EE, SA44 5EF, SA44 5EH, SA44 5EJ",319,118,201
W00002820,SA44,"SA44 4XJ, SA44 4XL, SA44 6JA, SA44 6JB, SA44 6JD, SA44 6JE, SA44 6JG, SA44 6JQ, SA44 6JT, SA44 6JU, SA47 0NP, SA47 0NR, SA47 0NS, SA47 0NT, SA47 0NU, SA47 0NX, SA47 0PA, SA47 0PB, SA47 0PD, SA47 0PE, SA47 0PF, SA47 0PG, SA47 0PH, SA47 0PJ, SA47 0PL, SA47 0PN, SA47 0PW, SA47 0QH, SA47 0QJ, SA47 0QL, SA47 0QN, SA47 0QP, SA47 0QR, SA47 0QS, SA47 0QT, SA47 0QU, SA47 0QW, SA47 0QX, SA47 0QY, SA48 7QZ, SA48 7RN, SA48 7RW",476,212,264
W00003707,SA44,"SA44 5AJ, SA44 5AX, SA44 5AY, SA44 5AZ, SA44 5BA, SA44 5BB, SA44 5BD, SA44 5DD, SA44 5DE, SA44 5DF, SA44 5DH, SA44 5DJ, SA44 5DP, SA44 5DW, SA44 5ES, SA44 5ET",254,152,102
W00002822,SA45,"SA45 9SD, SA45 9SN, SA45 9SP, SA45 9SR, SA45 9ST, SA45 9SW, SA47 0NA, SA47 0NJ, SA47 0NZ, SA47 0QA",249,148,101
W00002911,SA45,"SA45 9NJ, SA45 9NN, SA45 9NP, SA45 9NR, SA45 9NS, SA45 9NT, SA45 9NU, SA45 9NX, SA45 9NY, SA45 9NZ, SA45 9PA, SA45 9PF, SA45 9PG, SA45 9PH, SA45 9PJ, SA45 9PL, SA45 9PQ, SA45 9QB, SA45 9YB",125,78,47
W00002913,SA45,"SA45 9NG, SA45 9NH, SA45 9NL, SA45 9NQ, SA45 9NW, SA45 9PD, SA45 9PS, SA45 9PT, SA45 9PU, SA45 9PW, SA45 9PX, SA45 9PY, SA45 9PZ, SA45 9QA, SA45 9QD, SA45 9QE, SA45 9QG, SA45 9QH, SA45 9QJ, SA45 9QN, SA45 9QR, SA45 9SA, SA45 9TD, SA45 9TE",183,93,90
W00002912,SA45,"SA45 9PB, SA45 9PE, SA45 9PN, SA45 9QF, SA45 9QL, SA45 9QP, SA45 9QQ, SA45 9QS, SA45 9QW, SA45 9RD, SA45 9RE, SA45 9RF, SA45 9RQ, SA45 9TG, SA45 9TH, SA45 9TJ",227,119,108
W00002910,SA45,"SA45 9QT, SA45 9QU, SA45 9SB, SA45 9SE, SA45 9SF, SA45 9SQ, SA45 9SY, SA45 9SZ, SA45 9TA, SA45 9TF, SA45 9TL, SA45 9TQ",335,227,108
W00002801,SA46,"SA46 0DE, SA46 0ET, SA46 0EU, SA46 0EX, SA46 0HA, SA46 0HS, SA46 0HU",305,127,178
W00002883,SA46,"SA46 0JR, SA46 0LJ, SA46 0LL, SA46 0LN, SA46 0LP, SA46 0LS, SA46 0LT, SA46 0LU, SA46 0LW, SA46 0LX, SY23 5JL, SY23 5JN",232,119,113
W00002800,SA46,"SA46 0EE, SA46 0EL, SA46 0EY, SA46 0EZ, SA46 0HP, SA46 0HR",190,86,104
W00002704,SA46,"SA46 0AH, SA46 0DP, SA46 0DQ, SA46 0DS, SA46 0DT, SA46 0DU, SA46 0EA, SA46 0EB, SA46 0ED, SA46 0NW",225,89,136
W00002708,SA46,"SA46 0AA, SA46 0AD, SA46 0AE, SA46 0AF, SA46 0AJ, SA46 0AL, SA46 0AN, SA46 0AP, SA46 0AR, SA46 0AX, SA46 0AZ, SA46 0DD, SA46 0DG, SA46 0DH, SA46 0DJ, SA46 0DN, SA46 0DR, SA46 0ER, SA46 0HY, SA46 0JA",188,88,100
W00002709,SA46,"SA46 0AB, SA46 0BH, SA46 0BN, SA46 0BS, SA46 0BW, SA46 0BY, SA46 0DA, SA46 0HZ",198,83,115
W00002803,SA46,"SA46 0HB, SA46 0HD, SA46 0HE, SA46 0HQ, SA47 0RP, SA47 0RR, SA47 0RS, SA47 0RW, SA47 0RY, SA48 7RF, SA48 7RG, SA48 8DQ",252,136,116
W00002802,SA46,"SA46 0HF, SA46 0HG, SA46 0HH, SA46 0HJ, SA46 0HN, SA46 0HT, SA46 0HW, SA46 0HX, SA46 0JE",292,158,134
W00002821,SA46,"SA46 0HL, SA47 0ND, SA47 0NE, SA47 0NF, SA47 0NG, SA47 0NL, SA47 0NN, SA47 0NW, SA47 0NY, SA47 0PP, SA47 0PT, SA47 0PU, SA47 0PX, SA47 0QZ, SA47 0RE, SA47 0RF, SA47 0RG, SA47 0RH, SA47 0RJ, SA47 0RL, SA47 0RQ, SA47 0YA, SA47 0YB",293,161,132
W00002705,SA46,"SA46 0BL, SA46 0BQ, SA46 0DF, SA46 0DL, SA46 0DW, SA46 0DX, SA46 0DY, SA46 0DZ, SA46 0EH, SA46 0EJ, SA46 0EN, SA46 0EP, SA46 0EQ, SA46 0ES, SA46 0EW, SA46 0FA, SA46 0FP, SA46 0PA, SA46 0YD, SA46 0YE, SA46 0ZB, SA48 9SA, SA48 9ZZ",238,77,161
W00002706,SA46,"SA46 0AG, SA46 0AQ, SA46 0AW, SA46 0DB, SA46 0JB, SA46 0JD, SA46 0JF, SA46 0JG, SA46 0JH, SA46 0JJ, SA46 0JL, SA46 0JN, SA46 0JP, SA46 0JQ, SA46 0JW",231,90,141
W00002707,SA46,"SA46 0AS, SA46 0AT, SA46 0AU, SA46 0AY, SA46 0BA, SA46 0BB, SA46 0BD, SA46 0BE, SA46 0BG, SA46 0BJ, SA46 0BP, SA46 0BR, SA46 0BT, SA46 0BU, SA46 0BX",171,86,85
W00002882,SA46,"SA46 0EF, SA46 0EG, SA46 0JS, SA46 0JT, SA46 0JU, SA46 0JX, SA46 0JY, SA46 0LA, SA46 0LB, SA46 0LD, SA46 0LE, SA46 0LR, SA46 0LY, SA46 0YF, SA48 8DL, SY23 5JH, SY23 5JP, SY23 5JW, SY23 5PG, SY23 5WH, SY23 5ZA",248,125,123
W00002824,SA47,"SA47 0NH, SA47 0NQ, SA47 0PS, SA47 0QF",165,98,67
W00003776,SA48,"SA48 8DR, SA48 8EL, SA48 8EW, SA48 8HP, SA48 8JR, SA48 8JS, SA48 8JT",230,88,142
W00002857,SA48,"SA48 7NW, SA48 7PH, SA48 7PJ, SA48 7PL, SA48 7PN, SA48 7PW, SA48 7PZ, SA48 7QE, SA48 7QL, SA48 7QR, SA48 7QS, SA48 7QT",278,99,179
W00010067,SA48,"SA48 7DP, SA48 7DY, SA48 7EA, SA48 7EB, SA48 7ED, SA48 7HA, SA48 7HB, SA48 7HJ, SA48 7HP, SA48 7HR, SA48 7JD",272,206,66
W00002856,SA48,"SA48 7FB, SA48 7HL, SA48 7PG, SA48 8AE, SA48 8AF, SA48 8AG, SA48 8AH, SA48 8BG, SA48 8BH, SA48 8BQ, SA48 8BR",352,127,225
W00002861,SA48,"SA48 8QG, SA48 8QL, SA48 8QN, SA48 8QQ, SA48 8QR, SA48 8QW, SA48 8RA, SA48 8RB, SA48 8RD, SY23 5NS, SY25 6RD, SY25 6RE, SY25 6RF",278,190,88
W00002862,SA48,"SA48 8AQ, SA48 8QA, SA48 8QB, SA48 8QD, SA48 8QE, SA48 8QF, SA48 8QH, SA48 8QJ, SA48 8QP, SA48 8QS, SA48 8QT, SA48 8QY, SA48 8QZ, SA48 8RE, SA48 8RX",301,167,134
W00002864,SA48,"SA48 8LL, SY25 6NP, SY25 6NZ, SY25 6PA, SY25 6PB, SY25 6PD, SY25 6PE, SY25 6PF, SY25 6PG, SY25 6PH, SY25 6PJ, SY25 6PQ, SY25 6PR, SY25 6PS, SY25 6PT, SY25 6PU, SY25 6RP, SY25 6UG, SY25 6UH, SY25 6UJ, SY25 6UL, SY25 6UN, SY25 6UQ, SY25 6UU, SY25 6UW",301,143,158
W00002868,SA48,"SA48 8JE, SA48 8JF, SA48 8LA, SA48 8LB, SA48 8LD, SA48 8LE, SA48 8LG, SA48 8LH, SA48 8LJ, SA48 8LQ, SA48 8ND, SA48 8NL",172,117,55
W00002869,SA48,"SA48 8HX, SA48 8HY, SA48 8HZ, SA48 8JD, SA48 8JZ, SA48 8NE",223,126,97
W00002870,SA48,"SA48 8HJ, SA48 8HU, SA48 8HW, SA48 8JA, SA48 8JB, SA48 8JG, SA48 8JH, SA48 8JQ",194,113,81
W00002871,SA48,"SA48 8AB, SA48 8AP, SA48 8AR, SA48 8LU, SA48 8LX, SA48 8LY, SA48 8NN, SA48 8NX, SA48 8NY, SA48 8PA",207,110,97
W00002872,SA48,"SA48 8LZ, SA48 8NA, SA48 8NB, SA48 8NG, SA48 8NH, SA48 8NJ, SA48 8NP, SA48 8NQ, SA48 8NR, SA48 8NW, SY25 6UP, SY25 6UR",205,102,103
W00002873,SA48,"SA48 8AJ, SA48 8AS, SA48 8AT, SA48 8AU, SA48 8AX, SA48 8AY, SA48 8BL, SA48 8NU, SA48 8PB, SA48 8PD, SA48 8PE, SA48 8YA, SA48 8YG, SA48 8YH, SA48 8YL",177,84,93
W00002874,SA48,"SA48 8PP, SA48 8PR, SA48 8PS, SY25 6PZ, SY25 6QA, SY25 6QB, SY25 6QD, SY25 6QE, SY25 6SN",190,117,73
W00002894,SA48,"SA48 7JR, SA48 7JS, SA48 7JX, SA48 7LB, SA48 7LD, SA48 7LG, SA48 7LL, SA48 7LQ, SA48 7NU, SA48 7NY, SA48 7YH, SA48 7YN",207,80,127
W00002893,SA48,"SA48 7JT, SA48 7JU, SA48 7JY, SA48 7LA, SA48 7LE, SA48 7LF, SA48 7LH, SA48 7LJ, SA48 7LS, SA48 7LT, SA48 7LW, SA48 7LY, SA48 7NT, SA48 7NX, SA48 7YP, SA48 7YR, SA48 7YT",245,114,131
W00002819,SA48,"SA48 7AN, SA48 7AP, SA48 7BE, SA48 7BH, SA48 7BL, SA48 7BU, SA48 7BX, SA48 7BY, SA48 7BZ, SA48 7DA, SA48 7DB, SA48 7DD, SA48 7DE",215,93,122
W00002860,SA48,"SA48 7NJ, SA48 7NL, SA48 7NN, SA48 7NQ, SA48 7PQ, SA48 7QA, SA48 7QB, SA48 7QD, SA48 7SA, SA48 8AD",256,115,141
W00003774,SA48,"SA48 8DN, SA48 8DS, SA48 8DT, SA48 8DU, SA48 8DY, SA48 8EF, SA48 8EH, SA48 8EP, SA48 8ET, SA48 8JN, SA48 8JU, SA48 8JW",307,120,187
W00002881,SA48,"SA48 8DH, SA48 8DJ, SY23 5AJ, SY23 5JG, SY23 5JJ, SY23 5JQ, SY23 5JR, SY23 5JS, SY23 5NE, SY23 5NG, SY23 5NP, SY23 5NQ, SY23 5NR, SY23 5PA, SY23 5PB, SY23 5PE, SY23 5PF, SY23 5PH",303,163,140
W00002811,SA48,"SA48 7BJ, SA48 7BN, SA48 7BP, SA48 7BS, SA48 7BW, SA48 7EW, SA48 7JL, SA48 7JN, SA48 7JP, SA48 7JW, SA48 7PA, SA48 7SB",253,113,140
W00002859,SA48,"SA48 8AZ, SA48 8BA, SA48 8BB, SA48 8BD, SA48 8BE, SA48 8BJ, SA48 8BN, SA48 8BW, SA48 8PF, SA48 8PG, SA48 8PH, SA48 8PJ, SA48 8PL, SA48 8PN, SA48 8PY",181,75,106
W00002813,SA48,"SA48 7ET, SA48 7EU, SA48 7EX, SA48 7JA, SA48 7JB, SA48 7JE, SA48 8AL, SA48 8AW",197,103,94
W00002814,SA48,"SA48 7HS, SA48 7HT, SA48 7HU, SA48 7HY, SA48 7RX, SA48 7RY, SA48 7RZ, SA48 8AA, SA48 8AN, SA48 8BS, SA48 8JY, SA48 8LS, SA48 8LT",369,172,197
W00002799,SA48,"SA48 7PP, SA48 7PR, SA48 7PS, SA48 7PT, SA48 7PU, SA48 7PX, SA48 7RE, SA48 7SG, SA48 7SJ, SA48 7SQ, SA48 7WY, SA48 7WZ, SA48 7XA, SA48 7XS, SA48 7XT, SA48 7XU, SA48 7YB, SA48 7YD, SA48 7YE, SA48 7YS, SA48 8BU, SA48 8DG, SA48 8RF, SA48 8RG",248,117,131
W00002798,SA48,"SA48 8DB, SA48 8QU, SA48 8RH, SA48 8RJ, SA48 8RL, SA48 8RN, SA48 8RP, SA48 8RR, SA48 8RS, SA48 8RT, SA48 8RU",256,124,132
W00002797,SA48,"SA48 7SD, SA48 7SE, SA48 7SF, SA48 7SH, SA48 8BP, SA48 8BX, SA48 8BY, SA48 8BZ, SA48 8DA, SA48 8DD, SA48 8DE, SA48 8DF, SA48 8DP",333,150,183
W00002858,SA48,"SA48 7AD, SA48 7LU, SA48 7LZ, SA48 7NA, SA48 7NB, SA48 7ND, SA48 7NE, SA48 7NF, SA48 7NG, SA48 7NH, SA48 7NP, SA48 7NR, SA48 7NS, SA48 7NZ, SA48 7PB, SA48 7PD, SA48 7QH, SA48 7QJ, SA48 7QN",349,171,178
W00002815,SA48,"SA48 7EL, SA48 7EP, SA48 7EQ, SA48 7ER, SA48 7ES",280,142,138
W00002818,SA48,"SA48 7AA, SA48 7AT, SA48 7BA, SA48 7BG, SA48 7BQ, SA48 7DG, SA48 7DH, SA48 7DQ, SA48 7HD, SA48 7HG",180,109,71
W00002816,SA48,"SA48 7AB, SA48 7AE, SA48 7AF, SA48 7AG, SA48 7AJ, SA48 7AL, SA48 7AQ, SA48 7AR, SA48 7AS, SA48 7AX, SA48 7AY, SA48 7AZ, SA48 7DF, SA48 8JX, SA48 8LF",283,113,170
W00004104,SA5,"SA5 9ND, SA5 9NH, SA5 9PE, SA5 9PF",290,273,17
W00004302,SA5,"SA5 7LX, SA5 7LZ, SA5 7NN, SA5 7NP, SA5 7NR, SA5 7NS, SA6 5RN, SA6 5RS, SA6 5RT, SA6 5RU, SA6 5RW, SA6 5RX, SA6 5RY, SA6 5TF, SA6 5TH, SA6 5TJ, SA6 5TL, SA6 5TN, SA6 5TP, SA6 5XU, SA6 5XX, SA6 5XZ, SA6 5YG, SA6 6JB, SA6 6NY, SA6 6PA, SA6 6PB, SA6 6PD, SA6 6PE, SA6 6PF, SA6 6PG, SA6 6PQ, SA8 4RS, SA8 4RT",293,219,74
W00004103,SA5,"SA5 8PG, SA5 8PQ, SA5 8QN, SA5 8QW",297,270,27
W00004124,SA5,"SA5 8AU, SA5 8QA, SA5 8QB, SA5 8QE",194,183,11
W00004116,SA5,"SA5 9JL, SA5 9JN, SA5 9LP, SA5 9LR, SA5 9LW",269,252,17
W00004123,SA5,"SA5 8AX, SA5 8AY, SA5 8BN, SA5 8NX, SA5 8NY, SA5 9NG",193,180,13
W00004117,SA5,"SA5 8PP, SA5 9HX, SA5 9PN, SA5 9PW, SA5 9YE",302,277,25
W00004118,SA5,"SA5 8PL, SA5 8PN, SA5 8PW, SA5 8QH, SA5 8QJ, SA5 8QL",241,221,20
W00004122,SA5,"SA5 9PD, SA5 9PH, SA5 9PL, SA5 9PP",287,274,13
W00004120,SA5,"SA5 9JR, SA5 9JT, SA5 9PG, SA5 9PJ, SA5 9PQ",302,277,25
W00004121,SA5,"SA5 8AW, SA5 8PX, SA5 8PY, SA5 8PZ, SA5 8QQ",233,217,16
W00004105,SA5,"SA5 8AZ, SA5 8BQ, SA5 8EU, SA5 8EY, SA5 8EZ, SA5 8HD",343,319,24
W00004102,SA5,"SA5 8AN, SA5 8AP, SA5 8AR, SA5 8DZ, SA5 8PT",215,202,13
W00004101,SA5,"SA5 8PH, SA5 8PJ, SA5 8QF, SA5 8QP, SA5 9PA, SA5 9PB",329,308,21
W00004119,SA5,"SA5 9JD, SA5 9JS, SA5 9JU, SA5 9LH, SA5 9LJ",218,199,19
W00004106,SA5,"SA5 9NL, SA5 9NN",213,190,23
W00004100,SA5,"SA5 8AL, SA5 8AS, SA5 8AT, SA5 8BG, SA5 8BH",308,297,11
W00004108,SA5,"SA5 8HA, SA5 8HB, SA5 8LA, SA5 8LE, SA5 8LL",321,298,23
W00004099,SA5,"SA5 9BQ, SA5 9JW, SA5 9JX, SA5 9JY, SA5 9JZ, SA5 9LA, SA5 9LL, SA5 9LT, SA5 9NE",272,261,11
W00004098,SA5,"SA5 7HA, SA5 9HN, SA5 9HP, SA5 9HR, SA5 9HW",289,270,19
W00004097,SA5,"SA5 4BQ, SA5 4SR, SA5 4SX, SA5 4SY, SA5 4TA, SA5 4TB",332,298,34
W00004111,SA5,"SA5 8BA, SA5 8BB, SA5 8BD, SA5 8BE, SA5 8BJ, SA5 8BL, SA5 8BP",289,277,12
W00004096,SA5,"SA5 8DA, SA5 8DB, SA5 8DD, SA5 8EE, SA5 8EH, SA5 8EQ",320,297,23
W00004095,SA5,"SA5 4RQ, SA5 4TD, SA5 4TN, SA5 4TQ",231,213,18
W00004107,SA5,"SA5 8NL, SA5 8NS, SA5 8NU, SA5 8NZ, SA5 8YF, SA5 8YG, SA5 8YL, SA5 9NA, SA5 9NB, SA5 9NF, SA5 9NP",263,253,10
W00004112,SA5,"SA5 8HE, SA5 8HF, SA5 8HQ, SA5 8LB, SA5 8LD, SA5 8LF, SA5 8LH, SA5 8LN, SA5 8LP, SA5 8LR, SA5 8LT, SA5 8LU, SA5 8LW, SA5 8LX",277,253,24
W00004114,SA5,"SA5 7BW, SA5 8AH, SA5 8PR, SA5 8PS, SA5 8PU",243,229,14
W00004115,SA5,"SA5 9JE, SA5 9JF, SA5 9JG, SA5 9JJ, SA5 9JP, SA5 9JQ",252,235,17
W00004094,SA5,"SA5 8EJ, SA5 8JQ, SA5 8ND, SA5 8NE",187,178,9
W00004093,SA5,"SA5 8DE, SA5 8DF, SA5 8DP, SA5 8DT",328,309,19
W00004110,SA5,"SA5 8NN, SA5 8NP, SA5 8NR, SA5 8NT, SA5 8PD, SA5 8PE, SA5 9NR, SA5 9NS, SA5 9NT, SA5 9NU",287,263,24
W00004109,SA5,"SA5 9NJ, SA5 9NQ, SA5 9NX, SA5 9NY",299,285,14
W00004113,SA5,"SA5 9HS, SA5 9HT, SA5 9JH, SA5 9LS",268,248,20
W00004091,SA5,"SA5 4QH, SA5 4QJ, SA5 4QL, SA5 4QN, SA5 4QP, SA5 4QR, SA5 4QW, SA5 4SQ",243,224,19
W00004068,SA5,"SA5 8HN, SA5 8HT, SA5 8HW",139,134,5
W00004089,SA5,"SA5 4AA, SA5 4AB, SA5 4AD, SA5 4AE, SA5 4AF, SA5 4AH, SA5 4AQ, SA5 4DG, SA5 4DH, SA5 4DJ, SA5 4DQ, SA5 4DW, SA5 4EA, SA5 4EE, SA5 4EH, SA5 4EL, SA5 4HD, SA5 5AR, SA5 5AT, SA5 5BG, SA5 5DR, SA5 5DS",258,241,17
W00004471,SA5,"SA5 7AS, SA5 7AT, SA5 7AU, SA5 7AX, SA5 8AF",317,289,28
W00004472,SA5,"SA5 7AH, SA5 7AJ, SA5 7AL, SA5 7AQ, SA5 7AW, SA5 7BJ, SA5 7EL, SA5 7EP",319,304,15
W00004473,SA5,"SA5 7AY, SA5 7AZ, SA5 8AA, SA5 8AE, SA5 8AG",273,259,14
W00004474,SA5,"SA5 7AR, SA5 7ER, SA5 7EW",311,266,45
W00004475,SA5,"SA5 7EN, SA5 7ES, SA5 7ET, SA5 7EZ",284,275,9
W00004476,SA5,"SA5 7BA, SA5 7BB, SA5 7BD, SA5 7BE, SA5 7BG, SA5 8AQ",222,212,10
W00004477,SA5,"SA5 5LP, SA5 5LR, SA5 5PF, SA5 5PG, SA5 5PT, SA5 5PU",398,366,32
W00004478,SA5,"SA5 5NX, SA5 5PJ, SA5 5PL, SA5 5PN, SA5 5PP, SA5 5PR, SA5 5PS, SA5 5PY",334,313,21
W00004446,SA5,"SA5 5NS, SA5 5PX, SA5 5QA, SA5 5QB, SA5 5QD, SA5 5QE, SA5 5QH, SA5 5QQ",384,356,28
W00004445,SA5,"SA5 7HN, SA5 7HT, SA5 7HU, SA5 7HW, SA5 9AR, SA5 9BH",290,243,47
W00004444,SA5,"SA5 7BL, SA5 7BT, SA5 7BU, SA5 7BX, SA5 9AA",290,276,14
W00004443,SA5,"SA5 7JS, SA5 7JT, SA5 7JU",239,217,22
W00004442,SA5,"SA5 7BQ, SA5 7DQ, SA5 7DX, SA5 7HJ, SA5 7JR, SA5 7JX, SA5 7JY, SA5 7JZ, SA5 7LA, SA5 7LL, SA5 7NE, SA5 7NF, SA5 7YD",356,323,33
W00004441,SA5,"SA5 5EY, SA5 5HW, SA5 5LX, SA5 5NB, SA5 5ND, SA5 5NE, SA5 5NG, SA5 5NH, SA5 5NL, SA5 5NN, SA5 5NP, SA5 5NQ, SA5 5NT, SA5 5NU, SA5 5NW, SA5 5NY",326,308,18
W00004246,SA5,"SA5 7HF, SA5 7HG, SA5 7HQ, SA5 7HX, SA5 7JA, SA5 7JB, SA5 7JQ, SA6 6BG, SA6 6EZ, SA6 6HF",432,353,79
W00004401,SA5,"SA5 9ET, SA5 9EY, SA5 9EZ, SA5 9HF, SA5 9YF, SA5 9YG, SA5 9YN",275,267,8
W00004400,SA5,"SA5 7DN, SA5 7DP, SA5 7DR, SA5 7DW, SA5 9DZ, SA5 9EA, SA5 9EE, SA5 9EP, SA5 9EW",238,220,18
W00004470,SA5,"SA5 7EJ, SA5 7EU, SA5 7EX, SA5 7EY",241,233,8
W00004399,SA5,"SA5 9DH, SA5 9DJ, SA5 9DN, SA5 9DP, SA5 9DR",267,253,14
W00004469,SA5,"SA5 5EE, SA5 5EH, SA5 5EJ, SA5 5EL, SA5 5EN",316,275,41
W00004467,SA5,"SA5 7AA, SA5 7BR, SA5 7BS",240,218,22
W00004450,SA5,"SA5 5HH, SA5 5HJ, SA5 5HL, SA5 5HQ, SA5 5NF",275,263,12
W00004451,SA5,"SA5 9AE, SA5 9AF, SA5 9AG, SA5 9AN, SA5 9BE",310,284,26
W00004452,SA5,"SA5 9AB, SA5 9AJ, SA5 9AQ",259,237,22
W00004453,SA5,"SA5 5JH, SA5 5JJ, SA5 5LF, SA5 5LG, SA5 5LH, SA5 5LJ, SA5 5LL, SA5 5NA",358,341,17
W00004454,SA5,"SA5 5HP, SA5 5HR, SA5 5HS, SA5 5HT, SA5 5HX",260,232,28
W00004455,SA5,"SA5 7BY, SA5 7DB, SA5 7DE, SA5 7DF, SA5 7DJ, SA5 7HB",309,284,25
W00004456,SA5,"SA5 5JX, SA5 5JY, SA5 7HH, SA5 7JN, SA5 7JP, SA5 7JW",293,270,23
W00004457,SA5,"SA5 7EA, SA5 7ED, SA5 7EH",273,256,17
W00004458,SA5,"SA5 5JS, SA5 5JT, SA5 5LA, SA5 5LB",280,267,13
W00004459,SA5,"SA5 5JQ, SA5 7AB, SA5 7AD",234,229,5
W00004449,SA5,"SA5 5JN, SA5 5JP, SA5 5JR, SA5 5JW, SA5 5JZ, SA5 5LN, SA5 5LQ, SA5 5LW, SA5 5NR, SA5 5QJ",452,418,34
W00004461,SA5,"SA5 5EX, SA5 5JU, SA5 5LD, SA5 5LE",284,276,8
W00004462,SA5,"SA5 5ED, SA5 5EG, SA5 5EQ, SA5 5HZ, SA5 5JA, SA5 5YA, SA5 5YD, SA5 5YE, SA5 5YF, SA5 5YG, SA5 5YH, SA5 5YL",249,227,22
W00004463,SA5,"SA5 5AE, SA5 5AG, SA5 5AH, SA5 5AQ, SA5 5ET, SA5 5EU, SA5 5GH",327,300,27
W00004464,SA5,"SA5 5DQ, SA5 5EF, SA5 5ER, SA5 5JD, SA5 5JE, SA5 5JF",279,259,20
W00004465,SA5,"SA5 7EB, SA5 7EE, SA5 7EF, SA5 9EX",204,174,30
W00004466,SA5,"SA5 7AN, SA5 7AP, SA5 7EG, SA5 7EQ",238,227,11
W00004468,SA5,"SA5 5AF, SA5 7AE, SA5 7AF, SA5 7AG, SA5 7BH, SA5 7BN, SA5 7BP",233,219,14
W00004398,SA5,"SA5 7BZ, SA5 7DD, SA5 7DH, SA5 7DL, SA5 9EU, SA5 9HG",248,231,17
W00004397,SA5,"SA5 9BN, SA5 9BU, SA5 9EH, SA5 9EL, SA5 9EN, SA5 9EQ, SA5 9FA",302,275,27
W00004396,SA5,"SA5 7DA, SA5 7DG, SA5 7DS, SA5 7DT, SA5 9AX, SA5 9EJ",273,251,22
W00004064,SA5,"SA5 4QB, SA5 4QE, SA5 4QG, SA5 4QX, SA5 4QY, SA5 4RB, SA5 4RL",285,247,38
W00004065,SA5,"SA5 4RD, SA5 4RS, SA5 4RY, SA5 4RZ",326,284,42
W00004066,SA5,"SA5 4RE, SA5 4RF, SA5 4RG, SA5 4RH",181,172,9
W00004067,SA5,"SA5 8DG, SA5 8HP, SA5 8HR, SA5 8HS, SA5 8JD, SA5 8JF, SA5 8JH, SA5 8JJ, SA5 8JL, SA5 8JN, SA5 8JP, SA5 8JW, SA5 8JZ, SA5 8LG, SA5 8LS, SA5 8LY, SA5 8LZ, SA5 8NB",307,292,15
W00004069,SA5,"SA5 4TF, SA5 4TJ, SA5 4TL, SA5 4TW",175,159,16
W00004070,SA5,"SA5 5AL, SA5 5AU, SA5 5AZ, SA5 5BH, SA5 5DA, SA5 8HU, SA5 8HX",251,235,16
W00004074,SA5,"SA5 8ER, SA5 8ES, SA5 8ET, SA5 8EX, SA5 8JU, SA5 8JX, SA5 8JY, SA5 8LJ",232,210,22
W00004078,SA5,"SA5 4BH, SA5 4BP, SA5 4BR, SA5 4BS, SA5 4BT, SA5 4BW, SA5 4HJ, SA5 4LD, SA5 4LE, SA5 4LH, SA5 4NG, SA5 4NU",416,358,58
W00004079,SA5,"SA5 4HW, SA5 4JA, SA5 4JD, SA5 4NA, SA5 4NB, SA5 4ND, SA5 4NH, SA5 4NQ, SA5 4NX, SA5 4NY, SA5 4SG, SA5 4TG, SA5 4YA, SA5 4YD, SA5 4YN",331,289,42
W00004080,SA5,"SA5 4AN, SA5 4BA, SA5 4LJ, SA5 4LL, SA5 5DU, SA5 5DW, SA5 5DX, SA5 5DZ",252,231,21
W00004081,SA5,"SA5 5DD, SA5 5DE, SA5 5DF, SA5 5DG, SA5 5DJ, SA5 5DN, SA5 5DP",277,240,37
W00004082,SA5,"SA5 5AP, SA5 5DL, SA5 5DY, SA5 5EA, SA5 5EB",353,327,26
W00004083,SA5,"SA5 4AL, SA5 4AP, SA5 4AR, SA5 4AS, SA5 4AT, SA5 4AU, SA5 4AX, SA5 4DX, SA5 5DT",255,236,19
W00004084,SA5,"SA5 4AY, SA5 4AZ, SA5 4BB, SA5 4BL, SA5 4BN, SA5 4DL, SA5 4DN, SA5 4DP, SA5 4DR, SA5 4DS, SA5 4DT, SA5 4DU, SA5 4DY, SA5 4EJ, SA5 4ER, SA5 4HA, SA5 4HB, SA5 4HE, SA5 4RW",287,256,31
W00004085,SA5,"SA5 4BG, SA5 4QQ, SA5 4QS, SA5 4RA, SA5 4SH, SA5 4SJ, SA5 4SL, SA5 4SN",371,319,52
